DateTime,AddedIPs,RemovedIPs
1591682896,0,4
1591684833,0,2
1591686979,2,0
1591688893,1,1
1591690830,871,3
1591692737,0,1
1591694657,2,0
1591696586,3,2
1591698506,3,3
1591701378,9,2
1591703290,4,1
1591705219,5,2
1591707135,4,1
1591709071,13,0
1591710973,5,4
1591712895,7,1
1591714984,5,1
1591716813,3,2
1591718738,5,3
1591720587,4,0
1591722519,8,2
1591724415,5,1
1591726367,11,3
1591728254,10,1
1591730172,7,5
1591732106,11,2
1591734011,5,2
1591735933,6,1
1591737755,7,0
1591739775,7,2
1591741702,9,2
1591743807,7,0
1591745769,5,1
1591747707,6,1
1591749612,6,0
1591751526,6,0
1591753466,8,0
1591755376,7,0
1591757296,8,0
1591759224,6,0
1591761132,6,2
1591763058,6,1
1591765008,7,1
1591766890,2,0
1591768998,5,0
1591770970,4,0
1591772928,5,2
1591774821,2,0
1591776730,7,867
1591778662,5,0
1591780592,5,1
1591782489,1,2
1591784420,2,2
1591786329,4,8
1591788248,4,5
1591790180,1,1
1591792355,3,6
1591794267,5,4
1591796206,2,12
1591798147,3,5
1591800031,6,7
1591801939,4,5
1591803854,1,2
1591805790,2,3
1591807693,4,5
1591809613,4,10
1591811568,7,9
1591813480,2,5
1591815369,2,9
1591817287,2,10
1591819334,3,8
1591821150,2,6
1591823057,3,4
1591824982,2,7
1591826906,4,7
1591828826,1,9
1591830731,2,5
1591832673,3,6
1591834672,2,7
1591836515,5,6
1591838423,3,7
1591840336,3,6
1591842255,6,10
1591844191,4,3
1591846092,4,4
1591848972,5,8
1591851189,1,6
1591853068,3,1
1591855014,5,7
1591856895,5,4
1591858989,2,6
1591860972,4,5
1591862905,3,7
1591864811,4,4
1591866977,6,4
1591868888,7,2
1591870822,3,2
1591872749,2,3
1591874651,1,5
1591876591,6,1
1591878492,4,3
1591880589,2,7
1591882587,4,2
1591884494,5,4
1591886431,2,7
1591888246,17,2
1591890252,7,5
1591892182,3,2
1591894107,2,4
1591896012,4,5
1591898012,5,8
1591899857,6,1
1591901790,4,2
1591903713,4,1
1591905680,2,4
1591907567,3,2
1591909466,2,3
1591911374,5,3
1591913553,6,4
1591915454,3,2
1591917403,4,2
1591919308,4,2
1591921212,1,3
1591923129,5,5
1591925069,0,2
1591926970,3,4
1591928895,2,5
1591930969,2,4
1591932799,1,6
1591934899,3,3
1591936838,1,2
1591938743,1,2
1591940682,2,4
1591942576,1,4
1591944530,1,4
1591946410,1,2
1591948349,1,4
1591950268,0,4
1591952207,1,6
1591954088,3,4
1591957236,2,10
1591959135,0,2
1591961074,0,2
1591962973,3,6
1591964894,2,5
1591968072,1,4
1591969942,2,4
1591971868,3,5
1591973773,1,18
1591975706,1,5
1591977702,1,2
1591979599,0,5
1591981492,1,3
1591983376,6,2
1591985307,1,5
1591987220,0,5
1591989132,1,6
1591991111,3,4
1591992979,0,4
1591994894,1,2
1591996870,1,1
1591998735,1,7
1592000657,1,6
1592002585,1,2
1592004492,0,5
1592007624,1,1
1592009526,1,5
1592013369,0,4
1592015294,1,2
1592018197,0,3
1592020096,1,1
1592022012,0,2
1592023946,0,2
1592027786,1,2
1592029693,3,0
1592031788,3,2
1592033768,1,0
1592035727,0,1
1592039530,0,2
1592041463,0,2
1592043640,1,1
1592045533,2,0
1592049386,2,3
1592051316,0,2
1592054172,1,2
1592056092,0,3
1592058052,2,2
1592059932,0,2
1592061867,1,1
1592063772,3,1
1592067732,2,1
1592069535,2,5
1592071701,2,2
1592075545,0,1
1592077454,1,0
1592079373,3,1
1592081377,5,1
1592083211,0,1
1592085128,0,1
1592087064,1,2
1592088970,0,1
1592091177,0,4
1592094987,0,2
1592096902,2,0
1592100748,1,3
1592102656,5,2
1592110337,1,0
1592112285,1,0
1592114194,0,1
1592116095,0,1
1592119212,0,2
1592124972,1,0
1592126889,1,0
1592128907,0,2
1592130734,2,0
1592132583,0,3
1592134583,0,1
1592136525,1,1
1592140685,1,1
1592143128,2,0
1592145134,0,1
1592147068,2,0
1592148983,6,2
1592150898,0,1
1592152809,2,2
1592154747,4,1
1592156659,1,2
1592158574,0,1
1592160510,1,0
1592162410,1,0
1592166270,0,2
1592168173,2,2
1592170110,1,0
1592173237,2,0
1592183003,0,2
1592184970,1,1
1592186892,0,1
1592188827,0,5
1592194584,1,0
1592196487,1,1
1592198407,1,0
1592200342,2,0
1592206110,0,1
1592208103,2,0
1592209950,2,0
1592211885,0,2
1592213771,1,2
1592217613,0,2
1592219531,1,0
1592221495,3,2
1592223382,1,0
1592227226,0,2
1592229130,4,2
1592231066,1,0
1592233604,1,2
1592235629,0,2
1592237779,1,1
1592239692,1,1
1592247415,2,1
1592249294,1,0
1592251313,2,0
1592253150,3,1
1592255087,1,0
1592256970,0,2
1592258949,1,0
1592262732,1,0
1592264669,1,0
1592268494,1,0
1592270557,1,1
1592277631,1,0
1592279550,0,2
1592281458,2,1
1592283411,0,2
1592285290,1,1
1592288414,1,1
1592290350,5,0
1592292274,0,1
1592296113,0,1
1592299007,2,0
1592300911,2,1
1592304736,4,1
1592306674,3,0
1592308575,4,1
1592310812,8,1
1592312918,4,0
1592314820,5,4
1592316759,4,1
1592318696,6,1
1592320595,4,0
1592322530,5,1
1592324422,5,0
1592326336,3,1
1592328273,1,0
1592330173,10,0
1592332417,5,0
1592334352,4,3
1592336179,3,0
1592338110,14,2
1592340035,5,1
1592341933,7,1
1592343872,13,0
1592345793,6,1
1592347703,7,3
1592349631,6,1
1592351559,2,0
1592353485,6,1
1592355375,3,1
1592357325,4,0
1592359420,8,1
1592361399,3,0
1592363301,3,0
1592365215,8,0
1592367161,6,1
1592369066,3,2
1592371009,6,1
1592372941,6,4
1592374842,11,4
1592376761,8,6
1592378655,5,3
1592380584,3,0
1592382534,6,0
1592384607,8,2
1592386570,6,1
1592388523,14,1
1592390440,5,0
1592392335,8,3
1592394284,3,2
1592396170,4,4
1592398119,3,8
1592400015,8,4
1592401956,10,3
1592403881,8,5
1592405794,6,7
1592407693,7,5
1592409752,5,4
1592411803,16,2
1592413693,10,3
1592415610,7,6
1592417559,7,4
1592419457,11,5
1592421403,9,3
1592423314,9,5
1592425215,5,9
1592427136,6,4
1592429052,7,6
1592431006,2,11
1592432889,5,6
1592435773,7,10
1592437693,16,2
1592439647,18,4
1592441550,5,1
1592443454,10,4
1592445409,6,9
1592447295,12,3
1592449269,11,4
1592451157,2,9
1592453118,6,5
1592454992,6,2
1592456911,8,4
1592458817,2,7
1592460789,9,10
1592462663,5,8
1592464571,5,4
1592466509,5,4
1592468412,5,5
1592470362,5,4
1592472271,7,7
1592474172,4,7
1592476090,3,10
1592478051,6,9
1592479947,6,4
1592481925,4,3
1592483832,3,2
1592485711,5,3
1592487611,3,10
1592489550,4,14
1592491451,8,8
1592493621,3,9
1592495532,5,5
1592497474,3,12
1592499372,4,8
1592501286,6,7
1592503364,2,5
1592505171,5,6
1592507297,7,8
1592509213,4,9
1592511147,6,6
1592513112,5,6
1592515327,4,10
1592517140,7,1
1592519169,2,7
1592520973,7,5
1592522890,0,5
1592525019,11,18
1592526970,3,2
1592529180,3,26
1592531051,6,20
1592533069,4,6
1592534892,1,7
1592536811,8,6
1592538743,1,6
1592540671,5,7
1592542607,6,4
1592544487,1,6
1592547373,2,10
1592549288,7,7
1592551256,2,9
1592553139,5,1
1592555052,2,6
1592556992,1,7
1592558888,3,5
1592560919,2,3
1592562756,1,6
1592564661,2,6
1592566571,3,4
1592568545,4,4
1592570424,3,3
1592572335,1,6
1592574278,2,3
1592576184,6,8
1592578087,8,4
1592580029,4,2
1592581938,6,6
1592583855,4,2
1592585826,6,6
1592587693,4,9
1592589707,4,3
1592591553,1,5
1592593477,6,5
1592595371,2,6
1592597326,7,5
1592599215,3,3
1592601134,2,5
1592603074,3,9
1592604998,3,3
1592606894,1,6
1592608848,3,1
1592610730,6,5
1592612655,0,9
1592614595,2,2
1592616493,0,4
1592619403,4,9
1592621315,3,1
1592623211,1,9
1592625130,2,2
1592627078,2,3
1592628978,0,5
1592630891,3,2
1592632933,2,2
1592634739,2,5
1592636676,4,3
1592638572,2,1
1592640743,1,7
1592642651,5,1
1592644592,1,3
1592646494,4,2
1592648452,4,2
1592650329,9,1
1592652250,3,2
1592654192,2,3
1592656121,4,2
1592658148,1,3
1592660512,3,0
1592662379,2,5
1592664274,3,6
1592666727,7,4
1592668580,2,1
1592670510,1,4
1592673394,6,5
1592675321,0,4
1592677234,4,2
1592679151,2,5
1592681052,4,2
1592682969,2,4
1592684904,2,6
1592686952,4,7
1592688764,2,1
1592690661,2,3
1592692570,2,3
1592694515,2,2
1592696415,3,5
1592698337,6,4
1592700269,2,2
1592702171,1,1
1592704092,3,1
1592706047,3,2
1592707935,1,1
1592709851,3,2
1592712209,3,2
1592714196,2,2
1592718020,0,2
1592719956,5,4
1592721880,4,4
1592723779,1,4
1592725756,2,1
1592727615,2,1
1592729535,1,6
1592731475,2,0
1592733370,4,7
1592735288,2,2
