DateTime,Entries,UniqueIPs
1591830907,4113,4113
1591832708,4404,4404
1591834506,4409,4409
1591836307,4539,4539
1591838107,4229,4229
1591839906,3565,3565
1591841706,3232,3232
1591843506,3006,3006
1591845307,2893,2893
1591847107,2627,2627
1591848907,2650,2650
1591850706,2388,2388
1591852507,2254,2254
1591854306,2087,2087
1591856106,1880,1880
1591857906,1642,1642
1591859706,1582,1582
1591861507,1489,1489
1591863306,1304,1304
1591865107,1383,1383
1591866907,1870,1870
1591868707,2176,2176
1591870507,2390,2390
1591872307,2445,2445
1591874107,2489,2489
1591875907,2583,2583
1591877707,2864,2864
1591879506,3124,3124
1591881307,3247,3247
1591883107,3340,3340
1591884907,3457,3457
1591886707,3558,3558
1591889407,3542,3542
1591891207,3580,3580
1591893006,3685,3685
1591894806,3661,3661
1591896606,3485,3485
1591898405,3336,3336
1591900206,3400,3400
1591902006,3407,3407
1591903806,3433,3433
1591905605,3470,3470
1591907404,3561,3561
1591909204,3664,3664
1591911004,3705,3705
1591912804,3641,3641
1591914603,3145,3145
1591916404,3078,3078
1591918203,2849,2849
1591920004,2761,2761
1591921804,2868,2868
1591923604,2756,2756
1591925404,2377,2377
1591927205,1940,1940
1591929005,1619,1619
1591930805,1706,1706
1591932605,1828,1828
1591934405,1961,1961
1591936205,2125,2125
1591938004,2280,2280
1591939805,2394,2394
1591941605,2447,2447
1591943405,2504,2504
1591945205,2591,2591
1591947005,2686,2686
1591948805,2779,2779
1591950605,2947,2947
1591952404,3053,3053
1591954204,3233,3233
1591956004,3329,3329
1591957804,3295,3295
1591959604,3356,3356
1591961404,3488,3488
1591963204,3622,3622
1591965004,3736,3736
1591966804,4086,4086
1591968604,4497,4497
1591970404,5159,5159
1591972203,5537,5537
1591974004,5930,5930
1591975804,6309,6309
1591977604,6523,6523
1591979404,6383,6383
1591981204,6575,6575
1591983004,6620,6620
1591984803,6632,6632
1591986604,6577,6577
1591988403,6778,6778
1591990203,7656,7656
1591992004,8123,8123
1591993804,8427,8427
1591995604,8701,8701
1591997403,8660,8660
1591999204,8197,8197
1592001004,7879,7879
1592002804,7679,7679
1592004604,7444,7444
1592006404,7172,7172
1592008204,6806,6806
1592010004,6784,6784
1592011805,6911,6911
1592013605,7059,7059
1592015405,7191,7191
1592017204,6802,6802
1592019005,5839,5839
1592020804,5551,5551
1592022605,5315,5315
1592024405,5141,5141
1592026204,5082,5082
1592028004,4768,4768
1592029805,4663,4663
1592031604,4652,4652
1592033404,4597,4597
1592035204,5089,5089
1592037005,5064,5064
1592038806,4213,4213
1592040606,3868,3868
1592042405,3953,3953
1592044206,4133,4133
1592046006,4397,4397
1592047806,4577,4577
1592049606,4909,4909
1592051405,5015,5015
1592053205,5208,5208
1592055004,5249,5249
1592056804,5515,5515
1592058604,5562,5562
1592060405,5338,5338
1592062205,5176,5176
1592064005,5075,5075
1592065805,5005,5005
1592067604,5182,5182
1592069405,5332,5332
1592071205,5464,5464
1592073005,5706,5706
1592074804,5827,5827
1592076604,5928,5928
1592078404,5919,5919
1592080204,6035,6035
1592082005,5514,5514
1592083803,5302,5302
1592085604,5195,5195
1592087404,5195,5195
1592089204,5149,5149
1592091003,5341,5341
1592092804,5306,5306
1592094603,5282,5282
1592096404,5206,5206
1592098204,4911,4911
1592100004,4935,4935
1592101803,5027,5027
1592103604,5035,5035
1592105404,4955,4955
1592107204,5056,5056
1592109004,4906,4906
1592110804,4854,4854
1592112604,4767,4767
1592114404,4810,4810
1592116204,4809,4809
1592118004,4576,4576
1592119804,4392,4392
1592121604,4419,4419
1592123405,4601,4601
1592125204,4637,4637
1592127005,4654,4654
1592128804,4761,4761
1592130604,4836,4836
1592132405,4822,4822
1592134204,4818,4818
1592136004,4871,4871
1592137804,4958,4958
1592139604,5212,5212
1592141404,5438,5438
1592144104,5598,5598
1592145904,5577,5577
1592147703,5463,5463
1592149504,5539,5539
1592151304,5623,5623
1592153107,5464,5464
1592154904,5324,5324
1592156704,5331,5331
1592158504,5286,5286
1592160304,5444,5444
1592162104,5489,5489
1592163904,5584,5584
1592165704,5710,5710
1592167505,6063,6063
1592169304,6168,6168
1592171104,6265,6265
1592172903,6480,6480
1592174703,6548,6548
1592176504,5872,5872
1592178304,5855,5855
1592180104,5881,5881
1592181905,5785,5785
1592183704,5920,5920
1592185504,5771,5771
1592187304,5330,5330
1592189105,5218,5218
1592190904,5119,5119
1592192704,4700,4700
1592194504,3581,3581
1592196304,3234,3234
1592198105,2955,2955
1592199904,2878,2878
1592201704,2978,2978
1592203504,3097,3097
1592205304,3084,3084
1592207104,3420,3420
1592208904,3718,3718
1592210704,4095,4095
1592212504,4657,4657
1592214304,5184,5184
1592216105,5283,5283
1592217904,5377,5377
1592219704,5540,5540
1592221505,5867,5867
1592223304,6052,6052
1592225104,6321,6321
1592226904,6523,6523
1592228704,6632,6632
1592230503,6911,6911
1592232303,7101,7101
1592234104,7320,7320
1592235903,7543,7543
1592237704,7823,7823
1592239503,7869,7869
1592241304,8043,8043
1592243103,8090,8090
1592244903,7918,7918
1592246703,7924,7924
1592248503,8171,8171
1592250303,8265,8265
1592252103,8286,8286
1592253903,8134,8134
1592255703,7817,7817
1592257503,7495,7495
1592259303,7359,7359
1592261104,7363,7363
1592262903,7368,7368
1592264703,7212,7212
1592266504,7044,7044
1592268304,6473,6473
1592270104,5836,5836
1592271904,5185,5185
1592273704,5135,5135
1592275504,4893,4893
1592277304,4094,4094
1592279104,3818,3818
1592280905,3216,3216
1592282704,2589,2589
1592284505,2598,2598
1592286305,2578,2578
1592288105,2697,2697
1592289905,2665,2665
1592291705,2819,2819
1592293504,2876,2876
1592295304,2916,2916
1592297104,3013,3013
1592298904,3051,3051
1592300705,3184,3184
1592302504,3338,3338
1592304304,3271,3271
1592306104,3443,3443
1592307904,3508,3508
1592309704,3667,3667
1592311504,3739,3739
1592313304,3849,3849
1592315104,3958,3958
1592316904,4160,4160
1592318704,4464,4464
1592320503,4585,4585
1592322304,4571,4571
1592324104,4591,4591
1592325904,4844,4844
1592327704,5116,5116
1592329504,5265,5265
1592331304,5016,5016
1592333104,3896,3896
1592334905,2219,2219
1592336705,899,899
1592338506,1110,1110
1592340306,1389,1389
1592342107,1575,1575
1592343907,1505,1505
1592345707,1271,1271
1592347510,1185,1185
1592349310,1167,1167
1592351110,1183,1183
1592352913,1242,1242
1592354712,1119,1119
1592356512,1126,1126
1592358312,1242,1242
1592360113,1164,1164
1592361914,1155,1155
1592363714,1069,1069
1592365516,1034,1034
1592367317,1084,1084
1592369115,1042,1042
1592370916,1061,1061
1592372716,1047,1047
1592374517,1206,1206
1592376316,1159,1159
1592378116,1198,1198
1592379917,1166,1166
1592381716,756,756
1592383516,592,592
1592385320,81,81
1592387120,236,236
1592388918,507,507
1592390719,727,727
1592392518,1022,1022
1592394318,1196,1196
1592396118,1431,1431
1592397917,1598,1598
1592399717,1828,1828
1592401516,1990,1990
1592403316,2157,2157
1592405117,2363,2363
1592406914,2501,2501
1592408714,2725,2725
1592410514,2952,2952
1592412314,3132,3132
1592414113,3227,3227
1592415913,3408,3408
1592417713,3668,3668
1592419511,3812,3812
1592421313,3936,3936
1592423112,4203,4203
1592424912,3919,3919
1592426712,3544,3544
1592428514,3365,3365
1592430307,3284,3284
1592432104,3301,3301
1592433904,3459,3459
1592435704,3686,3686
1592437505,3676,3676
1592439304,3757,3757
1592441105,3929,3929
1592442905,4198,4198
1592444705,4338,4338
1592446505,4353,4353
1592448306,4531,4531
1592450106,4635,4635
1592451905,4649,4649
1592453705,4757,4757
1592455505,4624,4624
1592457305,4554,4554
1592459106,4735,4735
