DateTime,AddedIPs,RemovedIPs
1591205666,1,0
1591210223,1,5
1591214205,17,0
1591215743,3,6
1591217100,3,0
1591219523,8,0
1591220060,0,1
1591221533,2,2
1591223665,3,0
1591225734,1,1
1591227264,1,0
1591229023,1,0
1591230865,1,1
1591234462,0,1
1591237522,1,1
1591238069,0,1
1591241128,1,0
1591242868,1,0
1591245265,1,0
1591249402,1,0
1591250862,1,1
1591252555,0,1
1591254058,0,1
1591259132,2,0
1591260742,0,2
1591264342,0,1
1591266868,0,2
1591269929,2,0
1591273257,0,1
1591274067,1,2
1591277669,2,0
1591283918,0,1
1591284865,0,1
1591295127,1,0
1591304739,2,0
1591311027,0,1
1591316726,1,0
1591318225,2,0
1591320867,1,1
1591325429,0,1
1591331088,1,0
1591332629,1,0
1591337822,0,1
1591340937,2,0
1591345378,1,0
1591349668,1,4
1591353263,1,0
1591364066,1,0
1591365879,0,1
1591367130,1,0
1591374322,1,0
1591375429,1,0
1591378462,0,1
1591380777,1,0
1591385663,1,2
1591389265,0,1
1591392326,0,1
1591393934,1,1
1591396466,1,0
1591403666,0,1
1591407263,0,1
1591410325,1,0
1591413333,3,0
1591414643,1,0
1591418065,2,0
1591422625,0,2
1591425263,1,1
1591426860,0,1
1591433268,1,0
1591437138,0,4
1591440810,2,1
1591446324,2,0
1591457664,1,2
1591461264,1,1
1591462916,0,7
1591464863,2,13
1591467076,0,4
1591468463,0,5
1591469959,0,1
1591472062,0,3
1591473707,0,10
1591475668,0,3
1591479266,1,2
1591481197,1,0
1591482868,1,0
1591484617,0,1
1591489529,1,0
1591490659,0,1
1591493668,0,1
1591497267,3,1
1591499806,1,0
1591501468,0,1
1591506102,1,2
1591508072,1,1
1591510739,1,1
1591512285,1,2
1591515267,1,1
1591520490,0,2
1591522469,0,1
1591525361,1,1
1591528139,3,0
1591530851,1,0
1591533269,1,0
1591541233,0,3
1591552339,4,0
1591554327,6,0
1591555829,2,0
1591557500,0,1
1591559428,1,0
1591562073,0,1
1591563818,6,0
1591565126,2,0
1591566632,1,0
1591569265,2,0
1591571216,3,0
1591574526,3,0
1591576472,3,0
1591580066,2,0
1591581461,1,0
1591582581,0,1
1591583668,0,2
1591584816,1,0
1591586733,4,1
1591590875,1,0
1591592069,1,0
1591594491,0,2
1591598079,1,0
1591600843,1,1
1591604739,0,1
1591605276,0,1
1591606545,1,0
1591608876,1,2
1591610171,1,1
1591611294,1,1
1591613880,0,1
1591620863,1,1
1591623278,0,1
1591626872,1,2
1591628445,1,1
1591632442,1,0
1591635679,0,1
1591637131,2,0
1591638632,1,0
1591640091,1,0
1591643816,1,1
1591650121,0,1
1591654671,1,1
1591657356,1,0
1591659267,1,0
1591662869,1,0
1591666473,1,0
1591667678,0,1
