DateTime,AddedIPs,RemovedIPs
1591752512,71,1407
1591754519,86,756
1591756355,63,59
1591758196,47,70
1591760022,61,71
1591761895,87,60
1591763809,87,62
1591765713,95,60
1591767618,189,53
1591769539,276,53
1591771470,307,77
1591773374,298,53
1591775295,342,55
1591777229,250,41
1591779139,189,60
1591781060,60,47
1591782998,57,53
1591784921,48,65
1591787010,77,65
1591788973,1088,56
1591790931,1114,52
1591792838,517,50
1591794804,525,42
1591796664,727,31
1591798652,743,38
1591800753,867,51
1591802657,636,69
1591804604,33,47
1591806511,47,50
1591809618,86,75
1591811573,55,55
1591813499,66,47
1591815373,64,53
1591817292,60,52
1591819413,60,78
1591821377,64,1242
1591823312,63,453
1591825240,67,56
1591827135,59,74
1591829066,69,78
1591830977,57,66
1591832894,45,44
1591834828,122,55
1591836737,47,80
1591838663,57,62
1591840601,49,64
1591842499,45,69
1591845379,90,105
1591847296,56,75
1591849249,43,108
1591851195,54,100
1591853091,282,96
1591855021,53,347
1591856902,34,320
1591859020,58,413
1591860980,53,419
1591862913,66,346
1591864818,60,358
1591866984,62,80
1591868895,68,71
1591870829,71,81
1591872757,61,77
1591874661,73,835
1591876600,61,1163
1591878499,54,556
1591880670,67,662
1591882606,52,590
1591884500,49,901
1591886438,64,721
1591888253,851,800
1591890259,320,243
1591892198,75,61
1591894114,66,54
1591896019,61,64
1591898143,69,71
1591900102,71,70
1591902994,91,115
1591904902,74,67
1591906830,68,80
1591908777,58,87
1591910686,68,72
1591912599,69,122
1591914496,63,63
1591916728,69,85
1591918599,62,71
1591920509,81,133
1591922424,72,57
1591924362,67,79
1591926262,61,72
1591928179,61,70
1591930122,66,70
1591932014,77,80
1591933968,61,60
1591935887,64,81
1591937780,67,58
1591939704,49,334
1591941681,56,65
1591943531,60,61
1591945393,56,72
1591947383,58,76
1591949291,65,61
1591951211,54,58
1591953148,120,57
1591955055,88,47
1591957244,58,60
1591959144,64,65
1591961083,75,56
1591962981,65,64
1591964902,39,56
1591967076,73,63
1591968994,86,63
1591970930,67,52
1591972818,61,60
1591975022,50,1188
1591976983,106,65
1591978829,86,55
1591980751,77,69
1591982656,75,58
1591984603,64,68
1591986494,71,65
1591989378,94,114
1591991296,112,66
1591993227,72,81
1591995152,72,65
1591997057,71,76
1591998993,75,76
1592000928,78,69
1592003001,103,92
1592004973,84,69
1592006938,77,81
1592008961,85,89
1592010978,67,70
1592012925,86,74
1592014822,61,63
1592016743,59,61
1592018691,89,81
1592020576,64,62
1592022520,74,63
1592024680,81,82
1592026578,64,65
1592028511,57,60
1592030410,69,55
1592032584,81,72
1592034502,75,60
1592036428,63,68
1592038341,60,80
1592040259,60,148
1592042196,56,74
1592044096,77,56
1592046987,109,107
1592048900,60,69
1592050831,47,81
1592052741,64,76
1592054659,58,67
1592056592,78,80
1592058499,56,55
1592060685,66,89
1592062587,63,65
1592064548,57,144
1592066415,74,68
1592068379,83,79
1592070259,64,63
1592072182,56,58
1592074110,57,58
1592076012,57,73
1592077935,56,89
1592080019,83,74
1592082977,105,94
1592084966,64,75
1592086819,67,72
1592088765,73,100
1592090699,98,57
1592092573,61,71
1592094494,61,64
1592097381,102,124
1592099314,54,83
1592101241,70,65
1592103138,51,72
1592105072,50,90
1592106989,96,71
1592108898,73,87
1592111099,63,88
1592112995,51,62
1592114905,65,65
1592116834,72,68
1592118747,67,74
1592120655,63,63
1592122580,59,66
1592124510,69,64
1592126416,54,70
1592128337,79,57
1592130277,60,63
1592132174,58,75
1592134094,65,74
1592136295,72,86
1592138367,67,68
1592140232,59,74
1592142675,73,79
1592144734,54,71
1592146573,879,94
1592148509,39,71
1592150575,273,83
1592152642,305,97
1592154493,139,78
1592156413,98,75
1592158351,70,61
1592160259,117,59
1592162175,768,66
1592164117,1270,64
1592166009,910,46
1592167932,867,52
1592169871,885,65
1592171771,898,76
1592173714,886,51
1592176847,1718,93
1592178741,764,43
1592180686,999,61
1592182575,1145,42
1592184515,1128,34
1592187390,1642,79
1592189328,1097,42
1592191217,1026,33
1592193176,1018,44
1592195060,759,41
1592196974,972,33
1592198912,838,34
1592201078,979,37
1592203000,869,33
1592204913,777,39
1592206819,953,28
1592208734,827,30
1592210698,947,36
1592212586,767,27
1592214506,821,31
1592216487,700,32
1592218342,802,29
1592220257,700,30
1592222217,828,38
1592224130,746,41
1592226281,770,50
1592228180,690,62
1592230123,682,38
1592232021,765,26
1592234579,986,40
1592236631,790,48
1592238501,556,45
1592240579,546,65
1592242574,502,48
1592244517,616,27
1592246415,631,50
1592248346,625,306
1592250283,749,643
1592252194,604,516
1592254101,724,481
1592256054,600,457
1592257974,653,519
1592259858,206,415
1592261797,94,678
1592263698,66,514
1592266583,143,1015
1592268499,71,1424
1592270566,78,1246
1592272609,74,1533
1592274508,76,967
1592276644,67,1319
1592278580,81,1164
1592280519,75,953
1592282424,88,1005
1592284337,86,1008
1592286280,63,976
1592288423,72,1023
1592290357,74,1022
1592292283,68,851
1592294198,82,1628
1592296119,66,969
1592298117,68,1070
1592299939,86,724
1592301901,67,847
1592303790,86,747
1592305714,89,849
1592307617,68,882
1592309556,80,789
1592311471,83,974
1592313377,56,663
1592315311,83,835
1592317214,58,681
1592319143,60,965
1592321075,52,790
1592322999,64,871
1592325170,90,751
1592327079,40,605
1592328998,73,551
1592330901,69,652
1592332841,74,749
1592334744,69,687
1592336718,69,804
1592338574,56,661
1592340736,96,893
1592342654,76,680
1592344592,53,762
1592346496,77,184
1592348490,112,93
1592350354,89,71
1592352327,76,117
1592354197,72,213
1592356104,56,102
1592357921,75,90
1592360004,92,86
1592361870,81,98
1592363775,88,99
1592365721,82,105
1592367617,81,102
1592369537,354,105
1592371517,88,79
1592373388,68,66
1592375548,95,118
1592377495,69,110
1592379381,93,89
1592381311,62,89
1592383253,66,78
1592385166,85,64
1592387085,70,101
1592388992,79,101
1592390910,62,88
1592392842,100,84
1592394765,66,92
1592396687,82,90
1592398580,119,63
1592400683,72,106
1592402669,57,80
1592404602,77,64
1592406511,56,82
1592408419,75,66
1592410416,77,58
1592412266,53,60
1592414178,74,65
1592416133,78,80
1592418030,2319,54
1592419940,3441,51
1592421916,58,54
1592423785,56,44
1592425703,42,39
1592427882,56,57
1592429965,53,57
1592431937,41,36
1592433886,33,53
1592435786,49,65
1592437701,50,47
1592439656,46,52
1592441561,55,59
1592443463,43,61
1592445416,48,53
1592447304,48,55
1592449393,54,53
1592451396,50,61
1592453318,44,56
1592455218,40,61
1592457136,44,265
1592459114,49,67
1592461224,37,59
1592463217,51,55
1592465079,35,62
1592466984,43,43
1592468900,59,51
1592471085,47,64
1592472996,43,63
1592474906,57,66
1592476825,56,38
1592478755,130,74
1592480661,44,52
1592482582,52,40
1592484566,50,122
1592486426,41,34
1592488349,40,57
1592490299,40,54
1592492214,42,42
1592494107,40,69
1592496268,45,67
1592498194,66,57
1592500112,56,57
1592502020,60,59
1592503955,48,1313
1592505858,47,4560
1592507789,86,158
1592509717,82,68
1592511616,68,58
1592513637,66,89
1592515487,48,72
1592517377,83,71
1592519219,83,65
1592521476,94,65
1592523402,79,69
1592525348,114,74
1592527234,72,69
1592529188,55,78
1592531058,78,69
1592533097,70,69
1592534903,60,62
1592536828,76,53
1592538751,100,68
1592540713,72,86
1592542618,68,85
1592544507,95,66
1592546614,78,71
1592548571,73,73
1592550522,59,87
1592552421,70,66
1592554358,61,65
1592556282,51,74
1592558485,72,84
1592560345,57,60
1592562281,77,190
1592564211,83,166
1592566104,71,110
1592568294,89,79
1592570187,66,75
1592572115,86,71
1592574049,55,78
1592575939,77,64
1592577887,71,58
1592579776,54,71
1592581946,65,64
1592583859,193,83
1592585832,54,66
1592587701,85,57
1592589963,88,85
1592591772,66,43
1592593714,71,81
1592595618,65,61
1592597532,76,68
1592599480,86,82
1592601379,66,66
1592603294,62,56
1592605243,71,71
1592607135,58,81
1592609061,73,62
1592611047,84,73
