DateTime,Entries,UniqueIPs
1591756098,5927,5927
1591758197,5908,5908
1591760023,5909,5909
1591761896,5867,5867
1591763810,5899,5899
1591765713,5913,5913
1591767618,6125,6125
1591769540,6496,6496
1591771472,6957,6957
1591773375,7395,7395
1591775321,7928,7928
1591777229,8323,8323
1591779140,8572,8572
1591781085,8579,8579
1591782998,8571,8571
1591784923,8547,8547
1591787032,8571,8571
1591788974,9604,9604
1591790932,10656,10656
1591792839,11152,11152
1591794823,11626,11626
1591796664,12312,12312
1591798653,13013,13013
1591800755,13831,13831
1591802658,14402,14402
1591804605,14430,14430
1591806517,14387,14387
1591808530,14395,14395
1591810342,14413,14413
1591812314,14424,14424
1591814207,14455,14455
1591816114,14457,14457
1591818026,14462,14462
1591819932,14484,14484
1591821870,14498,14498
1591823788,14499,14499
1591825691,14521,14521
1591827627,14501,14501
1591829535,14494,14494
1591831470,14499,14499
1591833420,14498,14498
1591835293,14484,14484
1591837397,14492,14492
1591839383,14492,14492
1591841306,14493,14493
1591843219,14479,14479
1591845153,14474,14474
1591847081,14482,14482
1591848975,14442,14442
1591851196,14443,14443
1591853092,14653,14653
1591855022,14229,14229
1591856903,13780,13780
1591859024,13327,13327
1591860981,12804,12804
1591862914,12406,12406
1591864819,11944,11944
1591866985,11958,11958
1591868896,11959,11959
1591870829,11981,11981
1591872757,11953,11953
1591874661,11197,11197
1591876601,10110,10110
1591878499,9589,9589
1591880672,8978,8978
1591882607,8456,8456
1591884502,7545,7545
1591886440,6926,6926
1591888254,6179,6179
1591890260,5987,5987
1591892199,5963,5963
1591894115,5961,5961
1591896020,5935,5935
1591898144,5919,5919
1591900102,5904,5904
1591902995,5907,5907
1591904904,5903,5903
1591906831,5878,5878
1591908778,5855,5855
1591910687,5827,5827
1591912600,5809,5809
1591914497,5808,5808
1591916741,5806,5806
1591918600,5789,5789
1591920510,5799,5799
1591922425,5806,5806
1591924363,5789,5789
1591926262,5758,5758
1591928180,5744,5744
1591930123,5728,5728
1591932015,5728,5728
1591933969,5740,5740
1591935888,5731,5731
1591937790,5746,5746
1591939705,5448,5448
1591941724,5451,5451
1591943532,5449,5449
1591945400,5428,5428
1591947384,5407,5407
1591949293,5405,5405
1591951212,5413,5413
1591953150,5407,5407
1591955056,5397,5397
1591957245,5385,5385
1591959145,5370,5370
1591961084,5357,5357
1591962982,5356,5356
1591964903,5366,5366
1591967077,5378,5378
1591968996,5394,5394
1591970932,5406,5406
1591972819,5395,5395
1591975023,5383,5383
1591977000,5432,5432
1591978830,5441,5441
1591980752,5457,5457
1591982657,5448,5448
1591984604,5426,5426
1591986496,5405,5405
1591989379,5397,5397
1591991297,5441,5441
1591993228,5424,5424
1591995153,5425,5425
1591997094,5438,5438
1591998995,5410,5410
1592000930,5407,5407
1592003002,5452,5452
1592004974,5456,5456
1592006939,5462,5462
1592008962,5475,5475
1592010979,5454,5454
1592012927,5492,5492
1592014823,5497,5497
1592016744,5463,5463
1592018711,5491,5491
1592020577,5506,5506
1592022521,5568,5568
1592024682,5583,5583
1592026580,5582,5582
1592028514,5550,5550
1592030411,5572,5572
1592032585,5562,5562
1592034503,5579,5579
1592036429,5599,5599
1592038342,5596,5596
1592040260,5568,5568
1592042197,5544,5544
1592044097,5555,5555
1592046988,5585,5585
1592048901,5565,5565
1592050832,5545,5545
1592052742,5558,5558
1592054660,5559,5559
1592056593,5560,5560
1592058500,5560,5560
1592060694,5544,5544
1592062589,5536,5536
1592064549,5493,5493
1592066417,5511,5511
1592068380,5497,5497
1592070260,5510,5510
1592072183,5534,5534
1592074111,5530,5530
1592076013,5513,5513
1592077936,5507,5507
1592080020,5528,5528
1592082978,5541,5541
1592084990,5537,5537
1592086821,5557,5557
1592088766,5569,5569
1592090700,5558,5558
1592092575,5548,5548
1592094514,5565,5565
1592097383,5632,5632
1592099316,5635,5635
1592101242,5615,5615
1592103139,5597,5597
1592105073,5567,5567
1592106990,5597,5597
1592108899,5556,5556
1592111105,5505,5505
1592112996,5501,5501
1592114907,5490,5490
1592116835,5502,5502
1592118748,5501,5501
1592120656,5501,5501
1592122581,5491,5491
1592124511,5512,5512
1592126417,5521,5521
1592128338,5553,5553
1592130279,5543,5543
1592132175,5517,5517
1592134095,5523,5523
1592136312,5554,5554
1592138368,5573,5573
1592140235,5543,5543
1592142677,5522,5522
1592144755,5492,5492
1592146573,5374,5374
1592148510,5338,5338
1592150621,5494,5494
1592152654,5600,5600
1592154495,5600,5600
1592156414,5603,5603
1592158353,5567,5567
1592160260,5561,5561
1592162176,6290,6290
1592164119,7804,7804
1592166010,8886,8886
1592167933,9926,9926
1592169872,11007,11007
1592171773,12026,12026
1592173715,13047,13047
1592175731,14405,14405
1592177550,15558,15558
1592179478,15578,15578
1592181387,15566,15566
1592183411,15603,15603
1592185226,15628,15628
1592187134,15653,15653
1592189091,15669,15669
1592190987,15676,15676
1592192891,15683,15683
1592194816,15713,15713
1592196775,15747,15747
1592198658,15770,15770
1592200574,15788,15788
1592202501,15786,15786
1592204545,15795,15795
1592206355,15829,15829
1592208270,15856,15856
1592210176,15858,15858
1592212114,15891,15891
1592214029,15907,15907
1592215950,15937,15937
1592217872,15954,15954
1592219782,15966,15966
1592221782,15995,15995
1592223634,16002,16002
1592225541,16005,16005
1592227462,16035,16035
1592229403,16015,16015
1592231296,16044,16044
1592233624,16080,16080
1592235641,16100,16100
1592237787,16102,16102
1592239700,16121,16121
1592241647,16124,16124
1592243547,16139,16139
1592245497,16163,16163
1592247433,15909,15909
1592249308,14941,14941
1592251489,13560,13560
1592253385,12396,12396
1592255321,11545,11545
1592257219,10410,10410
1592259133,9602,9602
1592261075,8394,8394
